FONTE;GRUPO ;PAYER ACCOUNT ID;LINKED ACCOUNT ID;ACCOUNT NAME;CÓDIGO ODIN;ASSINATURA ODIN;CLIENTE;CLIENTE UNIFICADO;POC;DIVISÃO;MULTICLOUD;CATEGORIA;CONTA;NUVEM;Receita;SUBCATEGORIA;TIPO DE COBRANÇA;CLIENTE;CLE;CNPJ;NOME CLIENTE;CÓDIGO ODIN;ASSINATURA ODIN;Payer AccountId;Cliente;CONTRATO PMC
CONSUMO AWS;Einstein;588361999793;430838398210;SBIBAE-Bigd-Prd-Model-Registry;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;440476666673;SBIBAE-TMDA-Prd-Mda-ConsumerData;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;453165910494;Hospital Albert Einstein - Teleobstetricia;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;455760112776;SBIBAE-Evol-Hom-Evolve;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;463470948963;SBIBAE-Lobo-Prd-Aptralobo;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;470032768914;SBIBAE-TI-IIRS;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;475771460575;SBIBAE-Edge-Dev-Minerva-MPHRX;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;480091911231;SBIBAE-Evol-Dev-Evolve;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;480657641361;SBIBAE-Edge-Sandbox-DataProduct-Development;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;495508264202;SBIBAE-TMDA-Dev-Mda-Governanca-Dados;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;502962486685;SBIBAE-Seid-Prd-Informatica;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;509451310858;SBIBAE-Prin-Prd-Backup;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;522814724197;SBIBAE-Vera-Sandbox-Veracis;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;525529261055;SBIBAE-Edge-Hom-DataProduct-BigData;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;530406922918;sbibae-prd;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;531265908719;SBIBAE-TI-Infra-Shared-Services;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;533267098696;SBIBAE-Dest-Sandbox-Plataforma-UpLuxo;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;533267305786;SBIBAE-Bigd-Dev-BDAOps;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;542993749948;SBIBAE-Gdat-Prd-Omop;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;551520518012;Prin-Dev-New-Account-Control-Tower;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;555627717523;SBIBAE-TI-Security-Malware;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;559050218482;SBIBAE-Bigd-Hom-Databricks;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;565393026351;SBIBAE-Seid-Hom-Lakehouse;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;569829899176;SBIBAE-Edge-Prd-BI;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;573689939718;sbibae-good-poc-amazon-q;1134058;1294042;EINSTEIN;EINSTEIN;SIM;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;573689939718;sbibae-good-poc-amazon-q;1134058;1294042;EINSTEIN;EINSTEIN;SIM;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;585008058718;SBIBAE-Edis-Sandbox-Edis-Bio;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;588361999793;SBIBAE-Master;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;590518462526;SBIBAE-TMDA-Prd-Mda-SaaS;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;596866633300;SBIBAE-Evol-Prd-Evolve;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;608743899829;SBIBAE-Edge-QAS-BI-Sandbox;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;614669330163;SBIBAE-Edge-Build-File-Origins;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;627023157820;SBIBAE-PROADI-IMAGEM;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;636816591254;SBIBAE-Edge-Dev-DataApp-BigData;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;637423229413;SBIBAE-Bigd-Sandbox-Busca-Laudo;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;651275628784;SBIBAE-Edge-DevOps;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;651812144930;SBIBAE-Seid-Prd-Agentes-Informatica;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;654654224138;SBIBAE-Labo-Poc-HealthOmics;1134058;1294042;EINSTEIN;EINSTEIN;SIM;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;654654533225;SBIBAE-Daps-Sandbox-Diana-Aps;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;662923391973;SBIBAE-Prin-Prd-Network;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;676206939543;SBIBAE-Seid-Dev-Lakehouse;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;676288612758;SBIBAE-Bigd-Prd-Busca-Laudo;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;676985370599;SBIBAE-Bigd-Dev-Busca-Laudo;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;677219827883;SBIBAE-Bdmp-Prd-HStory-P4M;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;704517390309;SBIBAE-TMDA-Prd-Mda-Informacional;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;710252198739;Hospital Albert Einstein - Telemedicina;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;718379596379;SBIBAE-Hlog-Prd-BlinApp-Bussulfano;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;722582142643;SBIBAE-Edge-Prd-File-Origins;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;730335554117;SBIBAE-Tmda-SaaS-A-C-Camargo;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;751407967308;SBIBAE-Coad-Sandbox-Postgre-Siaf;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;751443999208;SBIBAE-None-Prd-Surge;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;758293956125;Tecnologia Educacional;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;776722213159;Varstation Sandbox;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;795458680370;PROADIHUB Big Data Analytics;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;796973493933;SBIBAE-Seid-Prd-Interoperabilidade;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;800179666803;SBIBAE-Prin-QAS-CCoE;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;801262422790;shared-services;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;803285524382;SBIBAE-None-Dev-Surge;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;816939116693;SBIBAE-Edge-Prd-DataProduct-BigData;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;832377740045;SBIBAE-Edge-Hom-DataApp-BigData;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;836960512755;Proadi Trauma;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;846679556991;Poc Datalake;1134058;1294042;EINSTEIN;EINSTEIN;SIM;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;851725531999;SBIBAE-Bigd-Prd-BDAOps;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;855301965894;SBIBAE-TI-Security;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;875092442635;SBIBAE-Seid-Prd-Hoobox;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
CONSUMO AWS;Einstein;588361999793;875954452123;SBIBAE-Litd-Prd-Inovacao;1134058;1294042;EINSTEIN;EINSTEIN;NÃO;CORP;SIM;001 - Cliente;Einstein;AWS;Com Receita;Cliente;Odin;EINSTEIN;4410380020;60.765.823/0001-30;SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN;1134058;1294042;588361999793;EINSTEIN;1134058
